uso_cpu_percent,uso_ram_percent,uso_gpu_percent,uso_disco_percent,temperatura_c,status_crash
7.24,20.87,51.26,7.92,28.22,0
39.25,55.31,29.09,19.15,59.43,0
47.99,62.66,46.94,38.62,55.88,0
60.0,68.42,85.79,48.49,60.57,1
29.17,73.53,30.49,35.5,47.65,0
69.5,36.53,19.27,32.07,68.5,0
86.01,15.85,12.91,96.39,89.03,1
77.99,76.49,29.79,64.16,73.12,1
3.96,60.53,78.0,2.34,25.38,0
48.05,86.07,47.16,43.02,48.07,0
10.49,84.82,22.75,87.5,36.14,0
24.2,86.68,16.62,30.15,41.71,0
98.67,56.23,33.27,9.46,82.06,1
14.25,43.36,93.99,75.84,44.5,1
49.89,82.28,34.3,60.6,63.27,0
61.82,53.36,98.81,57.03,66.95,1
70.25,30.59,48.52,5.36,78.97,0
55.96,87.67,17.92,14.05,66.89,0
0.98,90.02,89.11,62.25,26.47,0
32.65,54.64,46.04,20.78,44.39,0
51.77,21.43,70.97,50.41,65.15,1
8.79,47.97,98.37,54.49,37.25,0
35.06,83.3,5.02,28.35,51.89,0
3.32,91.65,9.67,94.84,27.76,0
7.86,32.3,72.05,84.25,37.75,0
39.69,20.69,28.18,72.24,50.04,0
13.27,89.57,18.43,7.8,37.45,0
56.75,48.1,3.94,10.61,71.29,0
68.95,61.05,2.18,49.28,68.06,0
80.06,97.29,77.45,16.07,70.17,1
20.02,20.66,13.44,97.83,36.75,0
16.75,70.11,46.77,15.85,45.02,0
10.46,21.3,60.59,48.75,37.55,0
63.64,46.91,42.84,36.41,67.54,1
70.65,83.32,2.71,63.94,69.84,1
3.16,51.85,78.35,12.9,34.32,0
93.62,99.76,1.05,43.03,81.93,1
5.2,62.52,76.19,27.47,34.65,0
54.13,42.3,89.33,88.78,58.82,0
70.91,33.71,43.28,4.06,68.06,0
87.1,44.79,53.55,91.37,79.07,1
71.41,46.67,47.7,83.3,70.97,1
80.17,20.84,38.92,29.76,77.86,1
33.95,46.41,88.74,78.93,51.54,1
81.48,54.46,89.39,3.12,60.45,0
8.01,76.43,33.58,96.69,30.77,0
89.48,70.82,61.51,52.66,81.73,1
54.76,75.25,92.69,30.33,70.38,0
81.73,15.71,96.21,36.26,73.64,0
45.23,33.5,50.9,6.64,57.95,0
64.36,71.24,45.28,98.93,76.09,1
52.64,56.14,27.87,3.93,55.02,0
73.16,15.45,95.89,65.49,75.87,1
8.16,83.38,14.28,44.27,30.89,0
6.04,80.69,57.98,94.89,31.1,0
24.71,61.62,28.26,24.6,40.81,0
15.95,20.65,27.9,53.21,35.91,0
87.18,80.15,40.5,48.24,95.92,1
21.92,64.62,99.88,70.29,47.38,1
97.59,81.47,5.5,6.8,94.06,1
33.69,78.9,57.85,19.38,52.67,1
18.21,83.26,8.26,21.46,32.9,0
78.97,59.03,15.45,73.82,79.36,1
65.87,26.93,43.96,18.91,74.89,0
49.82,72.05,51.05,57.35,55.62,0
55.54,67.74,25.88,21.52,68.15,0
71.92,78.09,31.65,86.16,76.67,1
22.85,29.44,8.7,94.22,52.97,0
99.63,31.57,30.32,51.85,87.69,1
97.48,90.68,96.66,35.23,83.0,1
65.03,78.75,94.47,23.41,67.21,0
19.95,92.2,33.49,4.98,49.15,0
68.02,79.49,57.09,26.85,61.67,1
7.22,65.76,90.96,65.42,23.99,0
3.07,70.6,0.62,53.36,32.29,0
25.77,90.58,81.07,94.4,43.25,0
46.26,64.2,94.84,39.63,57.8,0
86.83,68.75,9.13,69.39,86.82,1
72.72,28.3,16.14,48.93,70.87,0
74.27,55.28,96.07,51.26,65.2,1
42.55,75.89,53.75,26.78,65.75,0
34.59,38.03,1.42,45.5,45.77,0
37.1,32.19,25.76,47.08,46.97,0
98.76,41.68,44.99,70.66,94.78,1
4.01,35.53,69.29,94.06,30.48,0
86.7,33.27,73.32,32.93,81.7,1
57.87,51.11,99.54,4.22,67.13,0
43.86,92.17,28.75,49.63,61.73,1
72.53,58.1,53.82,54.45,71.85,1
48.67,30.97,53.33,16.84,66.8,0
87.34,21.54,40.56,76.05,71.73,1
90.07,74.17,16.92,98.49,87.84,1
42.17,47.54,97.75,94.58,51.11,0
27.68,84.86,85.33,19.71,53.47,1
59.24,71.06,49.83,87.54,66.25,1
91.24,82.68,60.32,70.45,81.38,1
21.07,38.12,22.73,45.38,45.95,0
62.3,73.85,54.38,54.06,71.84,1
63.16,37.45,69.5,84.96,71.1,1
73.31,94.82,51.52,48.01,68.84,1
13.16,69.09,99.03,37.32,35.47,0
71.58,42.58,61.13,49.32,72.93,0
90.9,37.91,37.1,57.91,84.34,1
17.97,31.23,77.22,18.91,44.53,0
23.75,74.04,17.05,90.09,34.18,0
97.14,33.59,38.45,67.42,89.96,1
18.1,65.6,34.7,63.33,39.41,0
85.44,37.49,43.18,9.95,77.07,1
49.23,71.27,78.18,60.42,55.82,0
24.72,84.27,48.42,12.1,43.76,0
87.07,81.13,79.4,7.87,64.24,1
44.53,79.67,57.65,52.73,53.21,1
51.48,30.96,34.21,40.28,56.51,0
35.92,22.51,81.0,58.88,54.22,0
59.3,74.41,23.83,8.92,61.55,0
16.35,46.31,22.44,43.1,38.74,0
39.11,51.75,50.45,17.48,61.18,0
96.94,17.65,26.08,98.71,93.14,1
25.81,37.06,0.91,56.12,50.0,0
65.67,17.86,64.83,68.74,66.9,1
32.52,89.73,51.11,32.54,52.23,0
77.35,35.69,44.55,9.47,75.24,0
13.09,62.37,96.7,97.59,36.87,1
96.98,18.31,57.12,28.63,90.24,1
45.38,71.68,86.34,42.38,54.24,1
23.61,42.46,13.95,64.99,51.63,0
7.35,91.32,56.92,2.47,33.61,0
16.98,90.49,86.8,81.03,43.28,0
51.98,42.65,58.31,53.66,68.46,1
33.7,91.58,71.8,27.82,55.38,1
82.89,99.67,37.2,6.16,72.69,1
43.09,85.16,9.24,16.25,58.08,0
24.87,86.81,45.79,89.5,49.18,1
61.71,36.17,39.45,68.6,71.49,0
70.68,64.02,86.71,24.99,66.84,1
16.7,20.72,24.4,6.56,36.74,0
16.76,23.07,96.67,69.06,45.03,0
3.67,99.91,95.81,57.24,28.39,0
73.64,42.76,24.76,40.45,72.69,0
66.38,78.6,34.81,36.36,77.71,1
47.46,83.57,89.56,21.68,58.24,1
84.42,87.93,96.66,66.96,77.02,1
80.57,99.8,44.34,97.07,73.95,1
58.54,35.53,32.1,17.57,66.78,0
86.83,18.43,52.61,59.71,75.43,0
20.58,49.95,68.78,42.42,41.11,0
11.19,26.06,27.35,44.67,38.38,0
26.97,16.91,73.65,25.41,52.68,0
5.71,45.64,5.17,82.51,36.76,0
53.12,81.62,4.93,48.53,58.3,0
93.66,63.13,38.63,54.34,92.09,1
3.93,41.59,35.35,30.48,30.86,0
12.21,70.62,31.56,18.18,31.15,0
45.22,34.72,49.1,8.59,56.27,0
93.39,16.22,32.07,71.41,93.22,1
31.62,79.97,19.23,19.62,49.8,0
50.72,68.02,30.95,69.01,60.5,0
4.16,79.8,97.49,39.04,40.68,0
14.83,18.31,41.11,41.58,31.74,0
98.66,86.16,44.47,46.92,82.77,1
96.51,67.66,57.65,36.77,79.83,1
0.49,62.89,98.33,10.06,32.16,0
95.18,68.09,24.16,30.96,87.94,1
63.91,88.48,68.13,66.37,76.06,1
86.79,64.89,71.6,66.58,83.29,1
45.47,64.38,60.73,28.62,55.26,0
51.56,99.21,8.86,46.01,60.94,1
48.88,79.32,67.69,19.34,59.92,1
66.69,52.59,6.41,21.04,61.65,0
13.97,75.13,59.61,2.3,51.93,0
3.0,48.08,73.96,89.67,34.4,0
30.79,34.45,21.1,21.07,49.53,0
70.47,65.73,84.16,22.75,75.36,1
20.19,93.9,3.04,27.96,45.66,0
67.34,93.98,84.38,12.74,69.7,1
96.99,44.06,46.03,63.93,85.04,1
9.39,59.85,21.76,7.51,38.63,0
67.26,32.99,13.38,13.42,72.28,0
44.38,99.63,95.33,64.48,52.58,1
86.81,98.4,7.27,33.97,89.18,1
17.71,70.21,19.91,70.79,42.1,0
69.26,83.38,34.78,55.74,75.21,1
83.81,75.78,62.02,25.6,87.25,1
94.46,65.42,54.48,65.08,86.79,1
68.32,19.53,12.56,11.63,72.58,0
49.72,53.65,28.97,53.64,63.88,0
61.78,72.36,23.88,43.71,63.45,1
86.89,72.59,21.35,26.79,82.4,1
57.06,46.72,41.11,60.4,64.86,0
3.04,95.04,70.4,87.13,27.04,0
93.09,29.23,21.75,99.89,97.45,1
68.95,57.53,36.67,60.78,64.34,1
67.65,73.73,39.09,40.47,64.1,0
21.57,74.26,97.65,22.52,49.51,0
65.89,70.13,95.47,25.71,73.1,1
39.39,38.4,80.01,47.95,48.5,0
65.12,28.28,24.17,36.73,72.11,0
10.66,69.05,6.8,91.38,43.73,0
65.78,65.94,31.69,36.83,69.32,1
99.94,30.25,26.68,37.34,102.96,1
4.82,74.94,50.59,38.35,24.27,0
97.72,53.69,77.77,83.66,92.1,1
40.69,71.76,85.83,65.08,60.25,0
87.08,86.18,84.49,61.42,86.7,1
78.24,29.43,35.97,33.41,75.92,0
56.7,16.63,68.72,81.79,62.57,1
73.84,81.22,31.28,3.84,76.53,0
87.85,66.82,6.09,87.08,86.79,1
40.41,74.47,70.16,51.27,57.26,0
32.7,86.24,0.98,39.83,54.82,0
66.76,83.24,40.92,49.72,64.96,0
80.78,96.68,32.94,66.74,77.33,1
76.23,60.55,69.34,1.28,71.04,1
79.78,56.52,76.62,87.16,75.94,1
43.56,49.16,30.41,44.67,61.21,1
81.78,28.06,81.16,34.3,79.61,1
12.02,63.67,29.39,13.82,50.25,0
54.45,38.55,44.63,43.95,63.64,0
0.58,93.31,72.7,49.63,30.64,0
32.46,64.57,69.29,40.36,50.01,1
36.65,65.39,98.74,67.87,48.8,1
39.62,45.17,22.52,42.09,53.48,0
69.55,19.42,66.23,96.14,77.37,1
38.86,17.7,60.97,59.93,53.88,0
44.87,50.98,91.51,80.75,52.95,1
23.75,22.19,15.64,10.94,39.63,0
37.33,66.58,75.18,39.73,50.14,1
22.73,89.88,56.83,33.68,44.01,0
7.32,90.05,27.47,56.95,40.36,0
60.34,71.02,47.44,86.11,59.5,1
66.82,32.95,33.38,7.83,68.49,0
61.95,88.35,57.93,7.26,67.89,1
46.35,90.32,88.9,85.03,48.64,1
37.98,31.72,56.93,21.29,48.62,0
86.33,77.68,63.17,66.88,78.4,1
51.91,39.35,51.87,54.29,57.17,1
47.92,83.22,5.12,83.29,59.71,1
2.56,99.77,23.29,12.51,30.74,0
34.12,17.55,49.2,12.98,47.7,0
38.02,91.28,31.02,55.68,54.95,0
39.88,67.92,18.18,94.64,62.54,0
58.02,97.74,50.41,41.5,73.01,1
53.36,54.53,32.28,32.69,52.4,0
60.79,87.03,25.81,60.67,69.36,1
76.49,20.3,46.4,93.04,75.0,1
81.3,43.5,13.33,83.69,79.55,1
71.81,20.7,92.77,99.55,71.1,1
95.55,97.9,86.77,2.26,87.92,1
1.82,84.44,70.76,11.29,31.85,0
19.58,87.47,10.62,60.95,38.85,0
0.76,94.73,77.59,82.06,25.97,0
64.75,22.23,80.8,28.52,66.61,1
89.8,47.78,76.78,23.92,85.05,1
24.35,21.04,11.4,78.7,47.6,0
92.7,32.92,64.39,5.64,89.89,0
6.03,34.5,83.43,36.94,31.15,0
93.44,54.87,57.74,50.58,87.49,1
35.16,37.83,64.64,56.03,55.91,0
10.14,23.58,45.84,72.86,41.91,0
48.59,29.24,52.87,35.48,58.86,0
25.68,27.52,3.44,61.27,44.3,0
28.49,97.71,63.9,58.54,48.05,1
30.73,79.54,8.14,54.76,42.69,0
80.3,97.26,43.5,64.05,77.21,1
53.92,52.38,29.27,25.94,66.07,0
31.13,38.66,54.54,8.46,51.89,0
61.03,82.85,13.34,11.93,65.27,0
71.62,42.73,69.16,22.46,74.06,0
27.26,40.45,79.5,50.02,42.23,0
41.35,34.76,16.34,84.04,58.33,1
12.19,26.02,10.43,70.13,36.92,0
18.11,36.8,14.55,78.9,39.49,0
68.11,45.2,87.71,35.1,69.06,1
18.14,72.29,52.82,40.47,40.57,0
52.52,20.32,46.73,39.37,59.27,0
70.9,32.89,10.67,19.19,75.83,0
10.69,83.77,64.96,6.12,34.44,0
56.73,27.49,86.8,59.09,72.0,1
25.66,44.12,82.82,98.92,52.72,0
96.29,88.5,62.61,16.68,83.32,1
48.35,28.17,7.53,4.67,59.36,0
80.6,22.03,11.24,77.95,75.11,0
55.02,56.19,4.93,25.26,61.38,0
4.34,40.71,25.75,82.96,42.62,0
63.32,62.89,13.57,70.39,66.45,1
95.14,83.32,26.0,94.57,88.89,1
60.16,26.66,38.51,40.89,68.8,0
81.92,64.36,94.3,66.2,74.15,1
88.42,57.97,61.04,46.49,78.78,1
22.81,27.25,83.5,63.06,37.65,0
21.2,68.04,71.04,44.96,38.29,0
61.1,38.26,11.25,18.86,52.41,0
41.1,56.47,73.59,50.79,57.38,0
83.99,21.99,27.51,52.86,90.66,0
90.0,54.06,63.91,81.06,84.74,1
35.34,41.05,34.1,73.55,44.12,0
23.69,84.9,99.77,66.38,41.0,1
78.05,19.84,26.36,11.34,74.54,0
27.48,50.58,27.91,72.06,41.4,0
82.26,53.97,93.07,50.03,83.66,1
42.37,76.63,2.46,89.41,59.48,0
66.75,63.81,69.67,91.99,64.28,1
9.55,71.71,72.53,5.52,39.36,0
62.39,81.05,83.64,82.06,75.07,1
45.18,88.29,97.44,3.77,66.62,0
58.66,41.68,97.56,36.72,79.52,0
16.8,60.73,6.53,54.23,35.57,0
73.69,86.41,82.18,14.81,88.33,1
86.28,99.1,64.63,74.63,80.0,1
21.67,90.61,64.73,0.84,40.04,0
9.57,46.57,12.83,16.86,37.38,0
2.36,31.59,65.02,58.08,28.51,0
64.2,56.6,98.25,71.44,70.51,1
60.71,78.04,91.18,91.66,59.83,1
54.67,56.87,43.91,70.55,61.61,1
23.19,56.07,3.99,67.18,50.34,0
39.09,86.25,36.23,39.43,53.17,0
59.45,45.72,82.64,0.13,66.38,0
49.68,88.08,70.15,12.02,62.18,0
98.78,49.58,45.93,53.46,95.12,1
13.64,42.9,5.51,67.51,29.91,0
69.51,53.59,42.69,41.74,74.63,0
40.43,79.81,46.9,73.07,52.92,1
42.82,25.71,92.86,52.19,56.53,1
71.76,31.7,64.11,7.42,78.36,0
69.24,95.87,31.17,19.2,65.58,1
99.13,29.92,52.53,84.0,84.41,1
12.84,63.26,6.61,72.49,28.03,0
10.41,64.24,97.26,89.48,33.5,1
72.43,56.62,36.01,11.76,80.11,0
57.84,69.8,47.79,99.02,64.1,1
27.42,34.54,35.53,20.94,39.75,0
7.94,61.98,68.25,1.18,32.34,0
8.57,46.63,66.22,99.74,27.7,0
89.42,71.24,71.53,28.11,78.03,1
19.19,27.0,26.81,66.8,43.46,0
32.34,63.52,31.57,17.67,43.53,0
22.67,30.75,12.53,58.02,49.16,0
35.5,38.68,65.55,90.4,50.94,0
6.94,33.59,3.98,32.02,34.59,0
51.91,30.54,59.77,67.03,59.75,0
6.76,85.19,86.97,18.79,37.92,0
80.04,39.29,89.08,62.48,81.94,1
23.37,93.81,44.9,33.65,45.7,0
54.0,97.44,45.93,21.12,65.22,1
88.01,63.56,7.7,31.32,81.74,1
65.09,27.16,67.08,17.88,71.76,0
53.3,46.84,82.13,90.19,60.29,1
32.43,82.81,24.47,39.72,49.47,0
33.3,46.23,42.13,24.53,48.61,0
66.95,22.4,83.88,44.84,67.88,1
99.41,62.33,87.71,32.05,86.2,1
66.18,86.84,24.32,74.44,72.05,1
55.78,82.65,55.06,97.12,70.02,1
73.07,29.89,19.25,43.8,79.69,1
46.52,72.18,10.19,86.1,51.63,0
6.01,33.74,91.11,56.59,40.05,0
56.23,33.55,82.05,15.72,62.15,0
95.76,89.3,76.0,69.06,90.46,1
17.53,36.22,4.88,51.34,35.99,0
69.0,37.38,84.37,65.06,72.11,1
20.09,15.06,43.8,88.97,43.62,0
53.58,89.01,34.24,44.04,54.73,1
9.67,82.37,54.65,90.12,38.84,0
45.04,68.32,9.14,75.07,63.75,0
75.62,78.77,75.66,48.86,74.5,1
34.76,27.92,58.24,60.32,57.66,0
66.49,53.96,18.66,32.56,68.95,0
79.54,44.85,18.82,98.36,81.97,1
92.72,22.97,18.42,66.74,74.54,1
23.46,56.32,5.7,4.38,56.17,0
39.93,93.26,58.78,32.66,61.44,1
15.24,18.41,84.03,62.33,37.72,0
99.25,39.77,1.75,5.63,79.69,0
92.7,32.64,4.9,2.39,87.06,0
54.0,35.24,57.28,45.0,55.18,1
84.2,92.22,81.95,33.27,82.75,1
52.1,54.79,32.67,43.83,63.32,0
62.36,54.64,34.96,26.27,62.71,0
8.91,79.65,59.63,16.47,40.95,0
75.53,28.13,27.42,68.91,79.34,1
12.77,56.42,2.66,51.46,42.54,0
82.61,51.55,73.52,20.02,79.61,1
78.2,65.74,62.56,31.96,69.84,1
70.87,99.96,58.08,59.18,77.41,1
3.62,80.4,74.17,7.22,30.82,0
30.31,48.82,67.52,14.75,41.24,0
26.31,85.34,20.59,7.32,52.55,0
36.01,29.51,35.25,81.23,62.11,0
8.76,17.59,12.61,75.24,35.05,0
93.7,32.38,12.99,75.33,97.01,1
55.38,43.93,67.62,71.63,63.68,1
30.55,58.4,85.86,66.94,46.43,0
39.7,67.29,96.27,47.7,50.67,0
44.72,92.4,62.83,64.23,65.02,1
60.06,58.34,18.41,3.84,62.13,0
51.57,57.61,10.57,62.15,64.62,0
91.94,19.27,81.29,77.79,82.37,1
49.7,17.97,57.88,50.04,57.52,0
99.22,61.85,61.83,35.75,94.68,1
85.14,52.25,78.15,27.74,79.19,1
20.85,86.33,70.33,64.28,40.49,1
93.06,28.66,83.45,69.28,91.5,1
11.64,17.12,5.62,87.1,44.97,0
81.74,53.17,74.75,34.23,82.27,1
38.06,35.19,85.09,76.98,49.56,1
87.8,19.22,28.61,56.14,80.13,0
86.81,76.59,64.04,88.28,82.48,1
80.59,24.49,31.42,52.78,79.96,1
79.0,66.71,95.8,51.76,72.46,1
30.47,38.89,3.34,57.79,51.9,0
8.09,29.75,57.98,74.93,35.28,0
40.3,47.28,16.65,96.47,45.6,0
17.35,83.12,71.22,7.36,35.77,0
69.5,48.33,17.59,5.34,69.18,0
34.61,78.82,23.54,93.76,50.4,1
97.56,25.67,49.44,52.99,97.98,1
64.1,80.69,91.48,61.49,69.65,1
82.25,35.14,21.17,48.24,75.14,0
13.25,72.58,14.42,9.37,39.05,0
86.2,63.09,75.9,76.81,79.96,1
92.28,93.98,50.06,74.72,86.99,1
48.71,47.92,91.18,31.17,62.13,1
60.63,20.62,14.66,30.62,72.42,0
76.48,16.63,64.59,83.78,75.77,1
17.48,85.28,23.29,7.24,48.69,0
50.26,59.6,15.68,88.11,64.69,1
39.87,80.9,68.34,25.67,50.38,0
14.64,34.93,59.37,59.3,49.83,0
36.75,44.33,75.48,93.6,53.69,0
6.82,17.56,30.95,67.81,29.91,0
2.58,96.73,44.8,41.44,39.81,0
13.52,71.77,40.55,68.95,48.5,0
96.31,94.32,98.41,34.4,87.62,1
54.95,37.57,29.22,27.73,60.45,0
96.58,66.97,29.48,99.67,87.09,1
43.25,72.67,35.45,75.08,59.52,0
31.18,41.99,56.46,64.47,55.1,0
50.61,87.09,25.23,35.53,63.22,0
43.95,95.51,91.53,4.92,56.88,1
10.57,90.21,26.57,3.11,43.83,0
64.08,77.82,89.58,55.42,66.89,1
21.6,38.58,10.35,76.2,48.12,0
61.96,38.94,65.66,53.74,65.73,1
65.02,96.89,90.7,84.08,71.17,1
15.2,15.87,16.87,3.34,38.55,0
6.13,75.86,96.83,36.68,33.4,0
78.08,75.03,45.29,23.71,74.96,1
45.98,67.93,94.57,44.73,64.31,1
5.82,99.16,67.68,7.24,29.83,0
99.49,41.51,30.16,95.41,85.99,1
5.78,43.9,18.83,22.33,44.07,0
69.5,21.71,30.37,92.23,76.59,1
98.37,52.64,9.3,42.59,77.1,0
23.92,37.19,14.39,98.55,41.52,0
14.22,44.19,10.47,55.41,29.48,0
12.14,85.94,42.29,93.08,32.53,0
30.33,94.52,79.56,0.53,32.5,0
10.1,30.79,14.14,74.82,35.38,0
69.22,46.66,13.03,90.31,65.82,1
6.23,93.93,64.34,13.97,34.04,0
50.94,20.25,19.72,9.61,52.44,0
99.67,22.85,9.76,42.46,90.22,1
81.4,28.84,16.68,93.37,76.76,1
61.52,65.59,92.37,54.24,74.42,1
30.63,27.79,82.15,52.75,55.43,0
62.39,97.29,35.41,14.11,71.36,1
52.7,52.97,65.58,0.08,59.99,0
42.61,57.63,53.73,81.01,65.49,1
13.07,35.97,67.71,8.76,30.08,0
88.66,55.03,68.27,63.38,76.18,1
44.98,71.26,62.87,91.46,56.57,1
19.46,78.85,26.61,20.87,52.95,0
36.78,79.08,3.9,66.53,51.05,0
41.41,64.12,45.56,7.87,53.93,0
82.75,91.87,89.1,60.38,72.44,1
73.36,84.48,56.95,16.39,78.75,1
76.93,79.35,83.24,73.6,80.92,1
1.1,19.73,99.16,30.12,34.61,0
41.62,15.58,16.36,46.34,51.82,0
48.13,33.06,69.18,59.94,55.35,0
1.92,71.4,67.43,17.13,24.69,0
25.98,49.95,98.0,74.16,46.01,1
76.03,49.2,98.56,30.26,70.22,1
13.71,90.19,68.67,66.24,32.34,0
53.53,91.12,24.36,15.83,60.0,1
21.52,92.28,79.86,68.81,40.47,1
1.21,41.68,10.7,12.82,28.04,0
24.12,73.74,78.07,42.54,46.8,0
97.59,38.09,91.02,24.72,88.95,1
80.15,31.2,38.28,74.84,76.65,1
95.96,30.69,63.06,26.2,88.49,1
48.79,44.08,43.01,88.17,54.31,0
10.97,51.55,43.78,89.18,37.11,0
54.8,85.63,31.04,19.64,63.63,1
45.44,25.19,76.21,61.38,49.75,0
84.44,77.47,93.62,8.77,85.64,1
9.81,60.17,94.08,39.15,31.48,0
48.82,39.48,17.48,71.33,59.75,0
15.0,56.89,87.47,65.94,44.82,0
32.47,40.5,73.74,62.47,54.11,0
73.74,65.67,25.28,28.25,74.41,1
47.6,51.88,6.73,37.8,56.75,0
37.59,28.97,26.8,10.29,57.29,0
39.45,24.91,91.22,71.9,57.04,1
45.94,61.47,63.32,50.39,54.47,0
78.5,91.71,72.11,70.88,73.13,1
89.21,44.24,25.72,24.89,73.16,0
95.53,77.31,71.94,32.44,88.09,1
78.69,70.99,2.81,33.42,76.8,1
31.54,94.18,37.53,2.57,54.61,0
68.81,84.78,62.68,34.1,73.08,1
43.76,63.16,14.61,80.33,62.93,1
25.47,70.85,82.3,89.73,41.79,1
84.09,91.36,23.5,51.82,86.14,1
3.84,48.96,65.23,45.55,29.66,0
90.18,42.78,40.52,3.08,87.99,1
46.15,15.92,59.6,87.92,50.39,0
63.72,85.26,10.75,1.3,69.41,1
65.94,83.08,1.69,94.48,59.64,1
89.51,23.88,90.96,48.92,82.37,1
63.67,64.03,26.96,34.19,70.4,0
61.39,54.44,81.97,92.42,64.23,1
6.67,25.09,99.94,2.44,28.75,0
51.84,98.35,21.14,58.14,65.34,1
15.02,33.25,26.52,54.89,38.49,0
73.74,20.71,66.29,21.93,71.8,0
51.22,65.56,96.54,42.89,60.94,0
68.02,77.8,91.58,65.23,84.0,1
4.17,17.76,50.29,72.71,38.27,0
8.48,70.99,79.51,0.07,40.9,0
71.63,60.24,13.57,93.69,75.16,1
7.21,23.78,97.74,16.45,35.16,0
7.13,29.66,96.44,23.36,22.29,0
1.21,63.28,16.37,26.35,27.33,0
95.65,40.19,29.94,3.78,84.99,1
73.75,94.76,10.02,12.31,64.88,0
35.33,84.59,27.17,98.63,45.41,1
29.65,98.6,81.6,31.52,37.89,0
34.97,37.07,37.83,11.53,50.79,0
77.47,97.43,8.84,10.7,80.57,1
66.14,51.65,34.22,71.95,75.22,1
18.52,44.54,98.14,85.46,43.19,1
17.41,19.28,62.97,25.7,35.63,0
9.84,19.49,41.62,2.09,26.24,0
66.03,73.82,16.65,22.31,60.83,0
76.44,53.92,98.62,5.65,69.52,1
26.5,34.25,82.08,10.34,41.46,0
2.09,67.19,28.15,43.15,30.46,0
8.22,36.49,7.01,22.99,29.86,0
96.79,64.1,5.66,51.59,89.77,1
29.54,45.53,12.04,25.35,46.57,0
76.92,85.0,58.08,94.05,76.21,1
62.47,84.76,92.88,90.59,73.18,1
38.19,55.57,49.67,56.68,47.02,0
20.57,44.82,84.29,35.44,44.43,0
12.14,45.82,44.59,38.11,37.21,0
61.5,83.49,70.86,41.19,65.23,1
77.46,42.9,73.19,72.76,80.9,1
64.39,32.77,17.4,45.16,73.03,0
53.03,22.2,36.12,85.67,57.09,1
4.2,54.67,63.73,94.41,31.61,0
96.85,55.98,7.07,33.59,89.52,1
79.87,86.48,36.15,56.07,76.56,1
29.28,33.81,53.48,9.51,50.49,0
98.0,47.38,99.62,20.05,90.2,1
60.19,83.71,47.45,41.35,75.28,1
58.24,85.01,81.61,20.62,57.29,0
74.81,47.69,43.21,87.66,74.27,1
81.18,54.03,79.64,15.83,74.16,1
65.65,40.78,59.54,45.57,72.41,0
12.81,94.27,88.66,60.57,29.6,0
33.83,25.08,41.09,69.19,52.03,0
92.81,94.37,60.43,38.31,82.53,1
22.46,73.13,63.0,86.91,39.81,0
37.22,60.18,41.74,56.83,45.1,0
43.21,17.78,14.43,43.95,53.6,0
43.94,55.43,9.36,6.72,61.79,0
61.29,49.66,1.67,46.47,66.65,1
94.31,28.7,87.35,82.07,89.72,1
24.07,70.79,23.65,61.45,52.76,0
12.15,97.55,21.15,83.22,38.61,0
19.75,62.79,73.6,49.4,39.05,0
88.69,75.75,32.0,11.85,85.55,1
64.58,20.82,50.6,1.36,66.03,0
28.59,50.5,16.25,30.32,44.63,0
81.59,24.89,95.97,69.8,71.36,1
86.14,67.09,85.16,79.03,86.31,1
84.65,94.77,86.38,29.58,78.86,1
91.89,71.25,40.68,49.57,86.05,1
25.22,21.53,76.24,42.11,39.95,0
75.5,45.15,14.39,41.05,77.48,1
46.05,61.81,0.86,23.13,53.82,0
84.2,49.27,2.0,13.64,79.81,0
72.85,85.86,58.66,19.67,78.1,1
77.64,84.25,45.54,5.53,80.54,1
65.62,67.01,51.8,19.81,69.26,1
17.74,46.74,0.75,0.92,31.81,0
54.5,36.7,42.27,62.73,77.67,0
98.47,24.0,71.81,31.64,97.81,1
93.74,45.17,44.27,97.31,89.86,1
4.32,50.12,73.22,19.37,28.82,0
16.48,72.44,23.3,34.58,39.32,0
13.17,70.94,81.31,35.78,35.19,0
72.6,20.96,58.84,0.85,79.88,0
81.78,48.6,21.08,83.92,80.38,1
21.35,30.45,23.67,3.2,38.89,0
50.59,28.33,62.8,94.02,58.0,1
84.07,85.32,82.99,89.21,86.05,1
73.28,18.56,41.56,53.55,81.97,1
54.22,50.63,25.83,54.36,70.18,0
59.03,29.3,86.7,65.38,69.21,1
50.84,89.74,66.93,38.71,59.24,1
29.75,62.35,44.81,64.72,31.65,1
56.5,34.67,48.79,4.48,65.39,0
68.89,57.71,20.43,5.4,71.32,0
87.33,77.18,62.68,45.72,83.1,1
63.63,96.44,35.87,54.96,68.45,1
76.11,33.74,99.56,88.78,69.04,1
16.01,90.33,48.02,10.47,42.39,0
46.16,94.42,48.59,82.26,60.85,1
0.93,92.9,56.59,21.0,33.97,0
24.67,69.01,91.68,39.41,49.53,1
72.65,68.53,80.08,31.66,76.61,1
99.18,49.27,45.11,40.02,87.46,1
9.92,78.95,71.87,15.05,35.6,0
40.15,60.16,58.62,50.36,54.55,0
80.01,72.58,49.24,80.16,78.54,1
20.4,51.42,19.23,44.15,47.23,0
55.51,77.18,46.39,49.06,66.52,1
73.31,85.08,24.58,84.88,84.37,1
61.6,27.45,91.48,70.61,77.99,1
18.8,85.8,33.54,49.05,41.68,0
35.54,60.93,95.23,25.77,32.14,0
